,base,authors_l,title_l,title,journal_l,keywords_l,year,language,doi
327,wos,"l bornmann, r haunschild, w marx",policy documents as sources for measuring societal impact how often is climate change research mentioned in policy related documents,Policy documents as sources for measuring societal impact: how often is climate change research mentioned in policy-related documents?,scientometrics,"altmetrics, climate change, policy documents",2016,English,10.1007/s11192-016-2115-y
328,wos,"bk peoples, sr midway, d sackett, a lynch, pb cooney",twitter predicts citation rates ecological research,Twitter Predicts Citation Rates of Ecological Research,plos one,,2016,English,10.1371/journal.pone.0166570
329,wos,gj feist,intrinsic extrinsic science a dialectic scientific fame,Intrinsic and Extrinsic Science: A Dialectic of Scientific Fame,perspectives on psychological science,"citation indexing, creativity, fame, impact, publication count, replicability",2016,English,10.1177/1745691616660535
330,wos,"a pooladian, a borrego",a longitudinal study bookmarking library information science literature in mendeley,A longitudinal study of the bookmarking of library and information science literature in Mendeley,journal of informetrics,"altmetrics, citations, library and information science, mendeley",2016,English,10.1016/j.joi.2016.10.003
331,wos,"j gorraiz, m wieland, c gumpenberger",individual bibliometric assessment at university vienna from numbers to multidimensional profiles,INDIVIDUAL BIBLIOMETRIC ASSESSMENT AT UNIVERSITY OF VIENNA: FROM NUMBERS TO MULTIDIMENSIONAL PROFILES,profesional de la informacion,"bibliometrics, citation analysis, individual bibliometric assessment, individual evaluation, publication strategies",2016,English,10.3145/epi.2016.nov.07
332,wos,"xw wang, zc fang, xl sun",usage patterns scholarly articles on web science a study on web science usage count,Usage patterns of scholarly articles on Web of Science: a study on Web of Science usage count,scientometrics,"altmetrics, article usage, usage count, usage metrics, web of science",2016,English,10.1007/s11192-016-2093-0
333,wos,"m thelwall, k kousha",are citations from clinical trials evidence higher impact research an analysis clinicaltrials gov,Are citations from clinical trials evidence of higher impact research? An analysis of ClinicalTrials.gov,scientometrics,"alternative metrics, altmetrics, citation analysis, clinical trials, medical research",2016,English,10.1007/s11192-016-2112-1
334,wos,j ortega,to be or not to be on twitter its relationship with tweeting citation research papers,"To be or not to be on Twitter, and its relationship with the tweeting and citation of research papers",scientometrics,"altmetrics, citation impact, plumx analytics, research dissemination, twitter",2016,English,10.1007/s11192-016-2113-0
335,wos,"m erdt, a nagarajan, sc sin, yl theng",altmetrics an analysis state art in measuring research impact on social media,Altmetrics: an analysis of the state-of-the-art in measuring research impact on social media,scientometrics,"altmetrics, literature review, meta-analysis, social media",2016,English,10.1007/s11192-016-2077-0
336,wos,"xw wang, zc fang, xh guo",tracking digital footprints to scholarly articles from social media,Tracking the digital footprints to scholarly articles from social media,scientometrics,"altmetrics, facebook, peerj, public understanding science, social media, twitter",2016,English,10.1007/s11192-016-2086-z
337,wos,tn domnina,a megajournal as a new type scientific publication,A Megajournal as a New Type of Scientific Publication,scientific and technical information processing,"altmetrics, article processing charges, megajournals, open access, peer review, role of scientific journal",2016,English,10.3103/s0147688216040079
338,wos,"v scotti, a de silvestri, l scudeller, p abele, f topuz, m curti",novel bibliometric scores for evaluating research quality output a correlation study with established indexes,Novel bibliometric scores for evaluating research quality and output: a correlation study with established indexes,international journal of biological markers,"altmetrics, bibliometrics, hospital, impact factor, oncology department",2016,English,10.5301/jbm.5000217
339,wos,"l pinho-costa, k yakubu, k hoedebecke, l laranjo, cp reichel, md colon-gonzalez, al neves, h errami",healthcare hashtag index development identifying global impact in social media,Healthcare hashtag index development: Identifying global impact in social media,journal of biomedical informatics,"bibliometrics, family practice, internet, primary health care, social media",2016,English,10.1016/j.jbi.2016.09.010
340,wos,"n vanti, e sanz-casado",altmetrics social media metrics for a more democratic science,Altmetrics: Social media metrics for a more democratic science,transinformacao,"altmetrics, bibliometric studies, cybermetrics, scientific production, social networks",2016,Portuguese,10.1590/2318-08892016000300009
341,wos,s d'antonio-maceiras,sleeping beauties analysis a reflection from solutionism perspective,Sleeping beauties analysis: A reflection from the solutionism perspective,profesional de la informacion,"altmetrics, constructivism, impact, science policy, scientific articles, scientific evaluation, scientific publication, scientometrics, sleeping beauties, solucionism",2016,Spanish,10.3145/epi.2016.sep.05
342,wos,"jm calabuig, a ferrer-sapena, ea sanchez-perez",vector valued impact measures generation specific indexes for research assessment,Vector-valued impact measures and generation of specific indexes for research assessment,scientometrics,"altmetrics, impact factor, mathematics, model, vector valued",2016,English,10.1007/s11192-016-2039-6
343,wos,"rf araujo, gm caran, ivp de souza",thematic orientation correlation coefficient for comparison between altmetric data citations an analysis journal datagramazero,Thematic orientation and correlation coefficient for comparison between altmetric data and citations: an analysis of the journal Datagramazero,em questao,"altmetrics, citation, correlation coefficient",2016,Portuguese,10.19132/1808-5245223.184-200
344,wos,"g halevi, b nicolas, j bar-ilan",complexity measuring impact books,The Complexity of Measuring the Impact of Books,publishing research quarterly,"altmetrics, books, metrics, scholarly impact",2016,English,10.1007/s12109-016-9464-5
345,wos,"d zoller, s doerfel, r jaschke, g stumme, a hotho",posted visited exported altmetrics in social tagging system bibsonomy,"Posted, visited, exported: Altmetrics in the social tagging system BibSonomy",journal of informetrics,"altmetrics, collaborative tagging, scholarly impact, social bookmarking",2016,English,10.1016/j.joi.2016.03.005
346,wos,"m thelwall, p wilson",mendeley readership altmetrics for medical articles an analysis 45 fields,Mendeley Readership Altmetrics for Medical Articles: An Analysis of 45 Fields,journal of the association for information science and technology,,2016,English,10.1002/asi.23501
347,wos,"c gumpenberger, w glanzel, j gorraiz",ecstasy agony altmetric score,The ecstasy and the agony of the altmetric score,scientometrics,"""all-in-one'' indicator, altmetric score, altmetrics",2016,English,10.1007/s11192-016-1991-5
348,wos,a polonioli,metrics flawed indicators case philosophy journals,"Metrics, flawed indicators, and the case of philosophy journals",scientometrics,"altmetrics, h-index, humanities, impact factor, open access, philosophy, rejection rates, scimago, subscriptions",2016,English,10.1007/s11192-016-1941-2
349,wos,"l bornmann, r haunschild",normalization mendeley reader impact on reader paper side a comparison mean discipline normalized reader score mdnrs with mean normalized reader score mnrs bare reader counts,Normalization of Mendeley reader impact on the reader- and paper-side: A comparison of the mean discipline normalized reader score (MDNRS) with the mean normalized reader score (MNRS) and bare reader counts,journal of informetrics,"altmetrics, citing-side normalization, field-normalization, journal reader impact, mdnrs, mean discipline normalized reader score, mean normalized reader score, mendeley, mnrs",2016,English,10.1016/j.joi.2016.04.015
350,wos,m thelwall,interpreting correlations between citation counts other indicators,Interpreting correlations between citation counts and other indicators,scientometrics,"altmetrics, citation analysis, correlation, discretised lognormal, indicators, simulation",2016,English,10.1007/s11192-016-1973-7
352,wos,"a abrizah, d nicholas, a noorhidawati, mk yanti, i aspura, f badawi",not so different after all malaysian researchers cross discipline view quality trustworthiness in citation practices,Not so different after all: Malaysian researchers' cross-discipline view of quality and trustworthiness in citation practices,learned publishing,,2016,English,10.1002/leap.1032
353,wos,"jpv heuvel, j bullenkamp",registered report systematic identification genomic markers drug sensitivity in cancer cells,Registered report: Systematic identification of genomic markers of drug sensitivity in cancer cells,elife,,2016,English,10.7554/elife.13620
354,wos,nh jabur,altmetrics as alternative tool for measuring impact scholarly documents based on readers attention a comparative study,Altmetrics as alternative tool for measuring the impact of scholarly documents based on readers attention: A Comparative Study,qualitative quantitative methods in libraries,,2016,English,
355,wos,"c tenopir, l christian, r anderson, l estelle, s allard, d nicholas",beyond download issues in developing a secondary usage calculator,Beyond the Download: Issues in Developing a Secondary Usage Calculator,qualitative quantitative methods in libraries,"calculator, scholarly communication, secondary usage, usage studies, user behaviour",2016,English,
356,wos,"o miro, im fernandez-guerrero, jg de dios",presence relevance scientific journals published in spanish included in journal citation reports,Presence and relevance of the scientific journals published in Spanish included in Journal Citation Reports,panacea boletin de medicina y traduccion,"hispanic-american scientific journals, journal citation reports, publishing language, quality indicators, spanish language",2016,Spanish,
357,wos,"j kolahi, s khazaei",altmetric top 50 dental articles in 2014,Altmetric: Top 50 dental articles in 2014,british dental journal,,2016,English,10.1038/sj.bdj.2016.411
358,wos,"im fernandez-guerrero, pb santos, fj martin-sanchez, a hidalgo-rodriguez, m de las mercedes leal-lobato, c rivilla-doce, a julian-jimenez, g burillo-putze, o miro",productivity spanish emergency physicians comparison 5 year periods 2010 2014 2005 2009,Productivity of Spanish emergency physicians: comparison of the 5-year periods 2010-2014 and 2005-2009,emergencias,"bibliometrics, emergency medical services, emergency medicine, hospital emergency health services, research",2016,Spanish,
359,wos,"lm poplasen, ih grgic",altmetric bibliometric scores does open access matter,Altmetric and Bibliometric Scores: Does Open Access Matter?,qualitative quantitative methods in libraries,"altmetrics, bibliometrics, citation advantage, open access, social networking sites",2016,English,
360,wos,"l bornmann, r haunschild",how to normalize twitter counts a first attempt based on journals in twitter index,How to normalize Twitter counts? A first attempt based on journals in the Twitter Index,scientometrics,"altmetrics, twitter counts, twitter index, twitter percentiles",2016,English,10.1007/s11192-016-1893-6
361,wos,"cs fox, eb gurary, j ryan, m bonaca, k barry, j loscalzo, j massaro",randomized controlled trial social media effect increased intensity intervention,Randomized Controlled Trial of Social Media: Effect of Increased Intensity of the Intervention,journal of the american heart association,"altmetrics, randomized control trial, social media",2016,English,10.1161/jaha.115.003088
362,wos,"e orduna-malea, a martin-martin, e delgado-lopez-cozar",next bibliometrics almetrics author level metrics multiple faces author impact,THE NEXT BIBLIOMETRICS: ALMETRICS (AUTHOR LEVEL METRICS) AND THE MULTIPLE FACES OF AUTHOR IMPACT,profesional de la informacion,"almetrics, altmetrics, author-level metrics, bibliometrics, scientific evaluation, social academic networks",2016,English,10.3145/epi.2016.may.18
364,wos,"e mohammadi, m thelwall, k kousha",can mendeley bookmarks reflect readership a survey user motivations,Can Mendeley bookmarks reflect readership? A survey of user motivations,journal of the association for information science and technology,"bibliometrics, surveys, webometrics",2016,English,10.1002/asi.23477
365,wos,"co castella, a lopez-borrull, e abadal",challenges facing library information science journals editors opinions,The challenges facing library and information science journals: Editors' opinions,learned publishing,,2016,English,10.1002/leap.1016
366,wos,"rn grass, wj stark",dissipation rate news in online mass media evaluated by chemical engineering process control tools,The dissipation rate of news in online mass media evaluated by chemical engineering and process control tools,aiche journal,"altmetrics, design, linear system analysis, reactor analysis, social media, timescale analysis, tracer experiment",2016,English,10.1002/aic.15103
367,wos,"m thelwall, n maflahi",guideline references academic citations as evidence clinical value health research,Guideline references and academic citations as evidence of the clinical value of health research,journal of the association for information science and technology,scientometrics,2016,English,10.1002/asi.23432
368,wos,"cp hoffmann, c lutz, m meckel",a relational altmetric network centrality on researchgate as an indicator scientific impact,A relational altmetric? Network centrality on ResearchGate as an indicator of scientific impact,journal of the association for information science and technology,"evaluation, network analysis, scientists",2016,English,10.1002/asi.23423
369,wos,"v sharma, l young, m cavadas, k owen",registered report cot drives resistance to raf inhibition through map kinase pathway reactivation,Registered Report: COT drives resistance to RAF inhibition through MAP kinase pathway reactivation,elife,,2016,English,10.7554/elife.11414
370,wos,"ad richarson, da scott, o zagnitko, p aza-blanc, cc chang, da russler-germain",registered report idh mutation impairs histone demethylation results in a block to cell differentiation,Registered report: IDH mutation impairs histone demethylation and results in a block to cell differentiation,elife,,2016,English,10.7554/elife.10860
371,wos,"e orduna-malea, a martin-martin, ed lopez-cozar",researchgate as a source for scientific evaluation revealing its bibliometric applications,ResearchGate as a source for scientific evaluation: revealing its bibliometric applications,profesional de la informacion,"academic social networks, altmetric indicators, bibliometric indicators, researchgate, scientific evaluation",2016,Spanish,10.3145/epi.2016.mar.18
372,wos,"d barbic, m tubman, h lam, s barbic",an analysis altmetrics in emergency medicine,An Analysis of Altmetrics in Emergency Medicine,academic emergency medicine,,2016,English,10.1111/acem.12898
373,wos,"m phelps, c coss, hy wang, m cook",registered report coding independent regulation tumor suppressor pten by competing endogenous mrnas,Registered report: Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs,elife,,2016,English,10.7554/elife.12470
374,wos,"o fiehn, mr showalter, ce schaner-tooley",registered report common feature leukemia associated idh1 idh2 mutations is a neomorphic enzyme activity converting alpha ketoglutarate to 2 hydroxyglutarate,Registered report: The common feature of leukemia-associated IDH1 and IDH2 mutations is a neomorphic enzyme activity converting alpha-ketoglutarate to 2-hydroxyglutarate,elife,,2016,English,10.7554/elife.12626
375,wos,"b haven, e heilig, c donham, m settles, n vasilevsky, k owen",registered report a chromatin mediated reversible drug tolerant state in cancer cell subpopulations,Registered report: A chromatin-mediated reversible drug-tolerant state in cancer cell subpopulations,elife,,2016,English,10.7554/elife.09462
376,wos,"v sharma, l young, ab allison, k owen",registered report diverse somatic mutation patterns pathway alterations in human cancers,Registered report: Diverse somatic mutation patterns and pathway alterations in human cancers,elife,,2016,English,10.7554/elife.11566
377,wos,"a bhargava, m anant, h mack",registered report kinase dead braf oncogenic ras cooperate to drive tumor progression through craf,Registered report: Kinase-dead BRAF and oncogenic RAS cooperate to drive tumor progression through CRAF,elife,,2016,English,10.7554/elife.11999
378,wos,"a bhargava, s pelech,  ben woodard, j kerwin, n maherali",registered report raf inhibitors prime wild type raf to activate mapk pathway enhance growth,Registered report: RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth,elife,,2016,English,10.7554/elife.09976
379,wos,"j repass, n maherali, k owen",registered report fusobacterium nucleatum infection is prevalent in human colorectal carcinoma,Registered report: Fusobacterium nucleatum infection is prevalent in human colorectal carcinoma,elife,,2016,English,10.7554/elife.10012
380,wos,"j gorraiz, d melero-fuentes, c gumpenberger, jc valderrama-zurian",availability digital object identifiers dois in web science scopus,Availability of digital object identifiers (DOIs) in Web of Science and Scopus,journal of informetrics,"altmetrics, citation databases, doi, scopus, visibility, web of science core collection",2016,English,10.1016/j.joi.2015.11.008
381,wos,"mc yu, ycj wu, w alhalabi, hy kao, wh wu",research gate an effective altmetric indicator for active researchers,Research Gate: An effective altmetric indicator for active researchers?,computers in human behavior,"altmetrics, researchgate, scival, social media, supply chain management",2016,English,10.1016/j.chb.2015.11.007
382,wos,"r haunschild, l bornmann",normalization mendeley reader counts for impact assessment,Normalization of Mendeley reader counts for impact assessment,journal of informetrics,"altmetrics, mendeley, normalization, reader impact",2016,English,10.1016/j.joi.2015.11.003
383,wos,"j lesnik, t antes, j kim, e griner, l pedro",registered report melanoma exosomes educate bone marrow progenitor cells toward a pro metastatic phenotype through met,Registered report: Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET,elife,,2016,English,10.7554/elife.07383
384,wos,"j alonso-arevalo, mv vazquez",altmetrics scientific literacy,Altmetrics and scientific literacy,bibliotecas anales de investigacion,"academic libraries, altmetrics, competitions, information literacy, research 2.0, research methodology, scientific literacy, university libraries",2016,Spanish,
385,wos,"ce shaw, al szwajcer",publication rate presentation abstracts presented at canadian health libraries association chla absc annual meetings from 2004 2009,Publication rate of presentation abstracts presented at the Canadian Health Libraries Association (CHLA/ABSC) annual meetings from 2004-2009,performance measurement and metrics,"altmetrics, bibliometrics, librarianship, publication rate, publishing, scholary output",2016,English,10.1108/pmm-07-2016-0034
386,wos,"r shrivastava, p mahajan",relationship between citation counts mendeley readership metrics a case top 100 cited papers in physics,Relationship between citation counts and Mendeley readership metrics A case of top 100 cited papers in Physics,new library world,"altmetrics, bibliometrics, mendeley, physics, research evaluation, scopus",2016,English,10.1108/nlw-09-2015-0064
387,wos,"k blythe, j brangiel, e finnerty, s larrison, a rathmel, b webb, t wick",reports conferences institutes seminars,"Reports of Conferences, Institutes, and Seminars",serials review,"altmetrics, cost-per-use, demand-driven acquisitions, scholarly communications",2016,English,10.1080/00987913.2016.1242979
388,wos,n lagace,niso releases recommended practice covering outputs its multiyear project in alternative assessment metrics,NISO Releases Recommended Practice Covering Outputs of Its Multiyear Project in Alternative Assessment Metrics,serials review,"alternative assessment metrics, altmetrics, assessment, niso, scholarly communication, standards",2016,English,10.1080/00987913.2016.1246343
389,wos,"c tran, s aytac",measuring scholarly productivity long island educational institutions using web science scopus as a tool,Measuring Scholarly Productivity of Long Island Educational Institutions: Using Web of Science and Scopus as a Tool,evidence based library and information practice,,2016,English,10.18438/b8js8p
390,wos,"t malone, s burke",academic librarians knowledge bibliometrics altmetrics,Academic Librarians' Knowledge of Bibliometrics and Altmetrics,evidence based library and information practice,,2016,English,10.18438/b85g9j
391,wos,d daniel,journal articles are most widely used information resource for research teaching in all academic disciplines,Journal Articles are the Most Widely Used Information Resource for Research and Teaching in all Academic Disciplines,evidence based library and information practice,,2016,English,10.18438/b8hs6m
392,wos,n gonzalez-fernandez-villavicencio,one metric does not tell whole story scientific production i visibility,One metric does not tell the whole story of scientific production. I. Visibility,revista orl,"information management, metric, quality, scientific impact, scientific publication, web visbility",2016,Spanish,10.14201/orl201673.14444
393,wos,n gonzalez-fernandez-villavicencio,one metric does not tell whole story scientific production ii publication,One metric does not tell the whole story of scientific production. II. Publication,revista orl,"information management, metric, quality, scientific impact, scientific publication, web visbility",2016,Spanish,10.14201/orl201673.14445
394,wos,n gonzalez-fernandez-villavicencio,one metric does not tell whole story scientific production iii management conclusions,One metric does not tell the whole story of scientific production. III. Management and conclusions,revista orl,"information management, metric, quality, scientific impact, scientific publication, web visbility",2016,Spanish,10.14201/orl201673.14446
395,wos,j alonso-arevalo,altmetrics can not remain a alternative for a long time,Altmetrics can not remain a alternative for a long time,revista orl,"altmetrics, evaluation, impact, research, research 2.0, social networking",2016,Spanish,10.14201/orl201673.14190
396,wos,"m de gregori, v scotti, a de silvestri, m curti, g fanelli, m allegri, me schatman",does a research group increase impact on scientific community or general public discussion alternative metric based evaluation,Does a research group increase impact on the scientific community or general public discussion? Alternative metric-based evaluation,journal of pain research,"altmetrics, pain-research impact, simpar group",2016,English,10.2147/jpr.s104704
397,wos,k ryan,academic freedom eye power politics poetics open enclosures,Academic freedom and the eye of power: the politics and poetics of open enclosures,journal of political power,"academic freedom, altmetrics, credibility metrics, panopticism, transparency",2016,English,10.1080/2158379x.2016.1191162
398,wos,"ja arevalo, ja cordon-garcia, bm barba",almetrics measuring influence media on social impact research,Almetrics: measuring the influence of the media on the social impact of research,cuadernos de documentacion multimedia,"altmetrics, bibliometry, evaluation, impact, quality, research, social networks",2016,Spanish,10.5209/rev_cdmu.2016.v27.n1.52870
399,wos,"k reed, d mcfarland, r croft",laying groundwork for a new library service scholar practitioner graduate student attitudes toward altmetrics curation online profiles,Laying the Groundwork for a New Library Service: Scholar-Practitioner & Graduate Student Attitudes Toward Altmetrics and the Curation of Online Profiles,evidence based library and information practice,,2016,English,10.18438/b8j047
400,wos,a zuccala,inciting metric oriented humanist teaching bibliometrics in a faculty humanities,Inciting the metric oriented humanist: Teaching bibliometrics in a faculty of humanities,education for information,"humanistic bibliometrics, pedagogical philosophy, research evaluation for the humanities",2016,English,10.3233/efi-150969
401,wos,f biljecki,a scientometric analysis selected giscience journals,A scientometric analysis of selected GIScience journals,international journal of geographical information science,"altmetrics, bibliometrics, giscience, scientometrics, social media",2016,English,10.1080/13658816.2015.1130831
402,wos,if aguillo,informetrics for librarians describing their important role in evaluation process,INFORMETRICS FOR LIBRARIANS: DESCRIBING THEIR IMPORTANT ROLE IN THE EVALUATION PROCESS,profesional de la informacion,"informetrics, librarians, relative indicators, scientific evaluation",2016,English,10.3145/epi.2016.ene.01
403,wos,v wilson,research methods altmetrics,Research Methods: Altmetrics,evidence based library and information practice,,2016,English,10.18438/b8vh0p
404,wos,"n maflahi, m thelwall",when are readership counts as useful as citation counts scopus versus mendeley for lis journals,When are readership counts as useful as citation counts? Scopus versus Mendeley for LIS journals,journal of the association for information science and technology,bibliometrics,2016,English,10.1002/asi.23369
405,wos,"s haustein, td bowman, k holmberg, a tsou, cr sugimoto, v lariviere",tweets as impact indicators examining implications automated bot accounts on twitter,"Tweets as impact indicators: Examining the implications of automated ""bot"" accounts on Twitter",journal of the association for information science and technology,"information dissemination, preprints, scientometrics",2016,English,10.1002/asi.23456
406,wos,"m thelwall, k kousha, a dinsmore, k dolby",alternative metric indicators for funding scheme evaluations,Alternative metric indicators for funding scheme evaluations,aslib journal of information management,"altmetrics, funding programme, funding scheme, funding stream, research evaluation, webometrics",2016,English,10.1108/ajim-09-2015-0146
407,wos,"l bornmann, r haunschild",t factor a metric for measuring impact on twitter,t factor: A metric for measuring impact on Twitter,malaysian journal of library information science,"altmetrics, h index, t factor, twitter",2016,English,10.22452/mjlis.vol21no2.2
408,wos,"l bornmann, r haunschild",to what extent does leiden manifesto also apply to altmetrics a discussion manifesto against background research into altmetrics,To what extent does the Leiden manifesto also apply to altmetrics? A discussion of the manifesto against the background of research into altmetrics,online information review,"altmetrics, bibliometrics, leiden manifesto, scientometrics",2016,English,10.1108/oir-09-2015-0314
409,wos,s konkiel,altmetrics diversifying understanding influential scholarship,Altmetrics: diversifying the understanding of influential scholarship,palgrave communications,,2016,English,10.1057/palcomms.2016.57
410,wos,"b alvarez-bornstein, m montesi",researchers communication on twitter a virtual ethnography in area information science,Researchers' communication on Twitter. A virtual ethnography in the area of information science,revista espanola de documentacion cientifica,"altmetrics, information science, scientific communication, social web, twitter, virtual ethnography",2016,Spanish,10.3989/redc.2016.4.1352
411,wos,"h sotudeh, z mazarei, m mirzabeigi",citeulike bookmarks are correlated to citations at journal author levels in library information science,CiteULike bookmarks are correlated to citations at journal and author levels in library and information science,scientometrics,"altmetrics, bookmarks, citations, citeulike, library and information science",2015,English,10.1007/s11192-015-1745-9
412,wos,"a ferrer-sapena, ea sanchez-perez, lm gonzalez, f peset, r aleixandre-benavent",mathematical properties weighted impact factors based on measures prestige citing journals,Mathematical properties of weighted impact factors based on measures of prestige of the citing journals,scientometrics,"altmetrics, impact factor, mathematics, ordering, stability, weighted",2015,English,10.1007/s11192-015-1741-0
413,wos,"k kousha, m thelwall",web indicators for research evaluation part 3 books non standard outputs,WEB INDICATORS FOR RESEARCH EVALUATION. PART 3: BOOKS AND NON-STANDARD OUTPUTS,profesional de la informacion,"alternative indicators, altmetrics, book citation analysis, citation analysis, scholarly communication, web indicators",2015,English,10.3145/epi.2015.nov.04
414,wos,"am suiter, hl moulaison",supporting scholars an analysis academic library websites documentation on metrics impact,Supporting Scholars: An Analysis of Academic Library Websites' Documentation on Metrics and Impact,journal of academic librarianship,"altmetrics, bibliometrics, h-index, journal impact factor, journal metrics, scholarly impact",2015,English,10.1016/j.acalib.2015.09.004
415,wos,"r haunschild, l bornmann, l leydesdorff",networks reader country status an analysis mendeley reader statistics,Networks of reader and country status: an analysis of Mendeley reader statistics,peerj computer science,"altmetrics, bibliometrics, mendeley, network, pajek, vosviewer",2015,English,10.7717/peerj-cs.32
416,wos,m enis,altmetrics ambassadors,ALTMETRICS AMBASSADORS,library journal,,2015,English,
417,wos,"hf moed, g halevi",multidimensional assessment scholarly research impact,Multidimensional assessment of scholarly research impact,journal of the association for information science and technology,evaluation,2015,English,10.1002/asi.23314
418,wos,"r costas, z zahedi, p wouters",do altmetrics correlate with citations extensive comparison altmetric indicators with citations from a multidisciplinary perspective,"Do ""altmetrics"" correlate with citations? Extensive comparison of altmetric indicators with citations from a multidisciplinary perspective",journal of the association for information science and technology,"bibliometrics, databases",2015,English,10.1002/asi.23309
419,wos,"d cowley, k pandya, i khan, j kerwin, k owen, e griner",registered report a coding independent function gene pseudogene mrnas regulates tumour biology,Registered report: A coding-independent function of gene and pseudogene mRNAs regulates tumour biology,elife,,2015,English,10.7554/elife.08245
420,wos,"m thelwall, k kousha",web indicators for research evaluation part 1 citations links to academic articles from web,WEB INDICATORS FOR RESEARCH EVALUATION. PART 1: CITATIONS AND LINKS TO ACADEMIC ARTICLES FROM THE WEB,profesional de la informacion,"alternative indicators, alternative metrics, altmetrics, citation analysis, google scholar, scientometrics, web indicators, webometrics",2015,English,10.3145/epi.2015.sep.08
421,wos,"m thelwall, k kousha",web indicators for research evaluation part 2 social media metrics,WEB INDICATORS FOR RESEARCH EVALUATION. PART 2: SOCIAL MEDIA METRICS,profesional de la informacion,"alternative indicators, alternative metrics, altmetrics, citation analysis, mendeley, scientometrics, social media metrics, twitter, web indicators, webometrics",2015,English,10.3145/epi.2015.sep.09
422,wos,"c gonzalez-diaz, m iglesias-garcia, l codina",presence spanish universities on scientific digital social networks case communication studies,Presence of Spanish universities on scientific digital social networks: case of communication studies,profesional de la informacion,"academia.edu, altmetrics, communication studies, researchgate, scientific communication, scientifics social networks, social networks, spanish university",2015,Spanish,10.3145/epi.2015.sep.12
423,wos,"we nwagwu, b onyancha",back to beginning journal is dead long live science,"Back to the Beginning - The Journal is Dead, Long Live Science",journal of academic librarianship,"academic journal, open access, peer review, science",2015,English,10.1016/j.acalib.2015.06.005
424,wos,"jj fung, a kosaka, xc shan, g danet-desnoyers, m gormally, k owen",registered report inhibition bet recruitment to chromatin as an effective treatment for mll fusion leukemia,Registered report: Inhibition of BET recruitment to chromatin as an effective treatment for MLL-fusion leukemia,elife,,2015,English,10.7554/elife.08997
425,wos,"e mohammadi, m thelwall, s haustein, v lariviere",who reads research articles an altmetrics analysis mendeley user categories,Who Reads Research Articles? An Altmetrics Analysis of Mendeley User Categories,journal of the association for information science and technology,"scientometrics, webometrics",2015,English,10.1002/asi.23286
426,wos,"j evans, a essex, h xin, n amitai, l brinton, e griner",registered report wnt activity defines colon cancer stem cells is regulated by microenvironment,Registered report: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,elife,,2015,English,10.7554/elife.07301
427,wos,"mm scarlat, af mavrogenis, m pecina, m niculescu",impact alternative metrics for medical publishing our experience with international orthopaedics,Impact and alternative metrics for medical publishing: our experience with International Orthopaedics,international orthopaedics,"altmetrics, cwts, downloads, eigenfactor (tm) score, google (r), impact factor, international orthopaedics, orthoevidence (r), researchgate (r), scholar, science citation index, scopus (r), sicot, snip, springerlink (r), thomson reuters, twitter (r), usage factor",2015,English,10.1007/s00264-015-2766-y
428,wos,"b evans, e griner",registered report oncometabolite 2 hydroxyglutarate is a competitive inhibitor alpha ketoglutarate dependent dioxygenases,Registered report: Oncometabolite 2-hydroxyglutarate is a competitive inhibitor of alpha-ketoglutarate-dependent dioxygenases,elife,,2015,English,10.7554/elife.07420
429,wos,rf de araujo,scientific digital marketing altmetrics for academic journals from visibility to engagement,Scientific digital marketing and altmetrics for academic journals: from visibility to engagement,perspectivas em ciencia da informacao,"altmetrics, journal, scientific communication, scientific digital marketing, visibility",2015,Portuguese,10.1590/1981-5344/2402
430,wos,t das,measuring scholarly use government information an altmetrics analysis federal statistics,Measuring scholarly use of government information: An altmetrics analysis of federal statistics,government information quarterly,"altmetrics, citation analysis, content analysis, government information, statistics",2015,English,10.1016/j.giq.2015.05.002
431,wos,ak dhiman,bibliometrics to altmetrics changing trends in assessing research impact,Bibliometrics to Altmetrics: Changing Trends in Assessing Research Impact,desidoc journal of library information technology,"altmetrics, bibliometrics, citation metrics",2015,English,10.14429/djlit.35.4.8505
432,wos,"t carpenter, j wilsdon",metrics assessment,Metrics and Assessment,insights the uksg journal,,2015,English,10.1629/uksg.248
433,wos,"l bornmann, r haunschild",which people use which scientific papers an evaluation data from f1000 mendeley,Which people use which scientific papers? An evaluation of data from F1000 and Mendeley,journal of informetrics,"altmetrics, f1000, mendeley, societal impact",2015,English,10.1016/j.joi.2015.04.001
434,wos,"jk hoang, j mccall, af dixon, rt fitzgerald, f gaillard",using social media to share your radiology research how effective is a blog post,Using Social Media to Share Your Radiology Research: How Effective Is a Blog Post?,journal of the american college of radiology,"altmetrics, education, peer-reviewed literature, social media",2015,English,10.1016/j.jacr.2015.03.048
435,wos,"ra martinez, t anderson",are most highly cited articles ones that are most downloaded a bibliometric study irrodl,Are the Most Highly Cited Articles the Ones that are the Most Downloaded? A Bibliometric Study of IRRODL,international review of research in open and distributed learning,"altmetrics, google scholar, highly cited papers, international review of research in open and distance learning, irrodl, open and distance learning, research trends, webmetrics",2015,English,
