,title,article_type,authors,doi,document_type,issue,language,year,vol,keywords,url,journal,link,abstract,keywords_l,authors_l,title_l,journal_l
444,Collection Directions: The Evolution of Library Collections and Collecting,Scholarly Journals,"lorcan dempsey, constance malpas, brian lavoie",10.1353/pla.2014.0013,Journal Article,3,English,2014,14," Academic libraries , Library collections , Data processing , Infrastructure , Licensed products , Libraries , Academic discourse , Learning",,Portal : Libraries and the Academy,,"This article takes a broad view of the evolution of collecting behaviors in a network environment and suggests some future directions based on various simple models. The authors look at the changing dynamics of print collections, at the greater engagement with research and learning behaviors, and at trends in scholarly communication. The goal is to provide context within which libraries can discuss changing patterns of investment across collection categories. The authors argue that the network is reconfiguring not only individual academic libraries but also the whole library system, as reduced transaction costs facilitate the unbundling of functions and their consolidation in network platforms and with other external service providers.","academic libraries , library collections , data processing , infrastructure , licensed products , libraries , academic discourse , learning","lorcan dempsey, constance malpas, brian lavoie",collection directions the evolution of library collections and collecting,portal
445,Publication metrics in a changing landscape,Scholarly Journals,david stuart,,Journal Article,0,English,2014,0," Web sites , Scientometrics , Social networks , Evaluation , Scholarly publishing",,Research Information,http://YH8ZS7TR6M.search.serialssolutions.com/directLink?&amp;atitle=Publication+metrics+in+a+changing+landscape&amp;author=Stuart%2C+David&amp;issn=17448026&amp;title=Research+Information&amp;volume=&amp;issue=&amp;date=2014-06-01&amp;spage=&amp;id=doi:&amp;sid=ProQ_ss&amp;genre=article,"Scientific discourse is in a process of rapid transition. Journal articles have not only been made available electronically, but are often available in different versions. This increasingly complex landscape requires increasingly complex metrics, both to aid with the filtering of content and to ensure that researchers receive the credit that they deserve. This offers both challenges and opportunities to the information professional. Scientometrics, the quantitative measurement and analysis of science, has traditionally made use of the citations from one article to another to investigate the impact of research. Publication metrics that have gained the most interest are those from publishers' websites and large social network sites. In addition, the sharing and mentioning of scientific articles on social network sites such as Twitter and Facebook forms the basis of altmetrics, alternative metrics making use of the large quantities of structured data that these sites provide to demonstrate impact beyond the traditional confines of scientific discourse. These new types of publication require new metrics. It is important to know not only how many times has a data publication been cited but how integrated the dataset is into the semantic web. Similarly, its not just about how many times has the computer code been reused, but how many times has it been independently developed and these new versions used. The potential wealth of metrics still requires a lot of work, through standardisation in the way that data is collected and reported from individual sites, and in the way the data is aggregated from multiple sites. There seems to be an inevitability to publication metrics having an increasingly important role within information services, both for filtering and the attribution of credit. Nonetheless it is important that caution is taken when applying the metrics. Adapted from the source document.","web sites , scientometrics , social networks , evaluation , scholarly publishing",david stuart,publication metrics in a changing landscape,research information
446,Top trends in academic libraries: A review of the trends and issues affecting academic libraries in higher education,Scholarly Journals,[unknown],,Journal Article,6,English,2014,75," Trends , Academic libraries , Higher education",,College & Research Libraries News,http://YH8ZS7TR6M.search.serialssolutions.com/directLink?&amp;atitle=Top+trends+in+academic+libraries%3A+A+review+of+the+trends+and+issues+affecting+academic+libraries+in+higher+education&amp;author=%5BUnknown%5D&amp;issn=00990086&amp;title=College+%26+Research+Libraries+News&amp;volume=75&amp;issue=6&amp;date=2014-06-01&amp;spage=294&amp;id=doi:&amp;sid=ProQ_ss&amp;genre=article,"Every other year, the ACRL Research Planning and Review Committee produces a document on top trends in academic libraries. This year, after numerous discussions and literature reviews, the committee decided upon a unifying theme for current trends: deeper collaboration. The committee found examples of either recent library collaborations or current collaborations within higher education that we believe could benefit from library participation. This article focuses on the large categories within higher education, namely data, device neutral digital services, evolving openness in higher education, student success initiatives, competency-based learning, altmetrics, and digital humanities. Adapted from the source document.","trends , academic libraries , higher education",[unknown],top trends in academic libraries a review of the trends and issues affecting academic libraries in higher education,college research libraries news
447,Astrophysicists on Twitter,Scholarly Journals,"stefanie haustein, timothy d bowman, kim holmberg, isabella peters, vincent lariviere",10.1108/ajim-09-2013-0081,Journal Article,3,English,2014,66,"astrophysics, blogs, citation analysis, comparisons, documents, physicists, physics, publication output, research, researchers, scholarly communication, scientists, social networks, user behaviour, user groups",,Aslib Journal of Information Management,,"Purpose - The purpose of this paper is to analyze the tweeting behavior of 37 astrophysicists on Twitter and compares their tweeting behavior with their publication behavior and citation impact to show whether they tweet research-related topics or not. Design/methodology/approach - Astrophysicists on Twitter are selected to compare their tweets with their publications from Web of Science. Different user groups are identified based on tweeting and publication frequency. Findings - A moderate negative correlation (r=-0.339) is found between the number of publications and tweets per day, while retweet and citation rates do not correlate. The similarity between tweets and abstracts is very low (cos=0.081). User groups show different tweeting behavior such as retweeting and including hashtags, usernames and URLs. Research limitations/implications - The study is limited in terms of the small set of astrophysicists. Results are not necessarily representative of the entire astrophysicist community on Twitter and they most certainly do not apply to scientists in general. Future research should apply the methods to a larger set of researchers and other scientific disciplines. Practical implications - To a certain extent, this study helps to understand how researchers use Twitter. The results hint at the fact that impact on Twitter can neither be equated with nor replace traditional research impact metrics. However, tweets and other so-called altmetrics might be able to reflect other impact of scientists such as public outreach and science communication. Originality/value - To the best of the knowledge, this is the first in-depth study comparing researchers' tweeting activity and behavior with scientific publication output in terms of quantity, content and impact. Adapted from the source document.","astrophysics, blogs, citation analysis, comparisons, documents, physicists, physics, publication output, research, researchers, scholarly communication, scientists, social networks, user behaviour, user groups","stefanie haustein, timothy d bowman, kim holmberg, isabella peters, vincent lariviere",astrophysicists on twitter,aslib journal of information management
448,"Bibliometrics yes, bibliometrics no: the evaluation of research in the humanities and social sciences at the crossroads",Scholarly Journals,maria cassella,10.2426/aibstudi10247,Journal Article,2-3,English,2014,54," Bibliometrics , Social sciences , Humanities , Evaluation , Research",,AIB Studi,http://YH8ZS7TR6M.search.serialssolutions.com/directLink?&amp;atitle=Bibliometrics+yes%2C+bibliometrics+no%3A+the+evaluation+of+research+in+the+humanities+and+social+sciences+at+the+crossroads&amp;author=Cassella%2C+Maria&amp;issn=22809112&amp;title=AIB+Studi&amp;volume=54&amp;issue=2-3&amp;date=2014-05-01&amp;spage=&amp;id=doi:10.2426%2Faibstudi10247&amp;sid=ProQ_ss&amp;genre=article,"The paper discusses the recent proposal ANVUR create a bibliographic database and bibliometric for the humanities and social sciences. The debate that followed the proposal ANVUR highlighted, once again, as the humanities and social sciences should be open to a type of evaluation more diverse and varied. It is necessary to develop a more conscious approach towards bibliometrics. The contribution also discusses the possibility of assessing humanities research through the metrics alternative web. Again the human sciences is lagging behind compared to the scientific, since they have not yet completed their transition to digital platforms. Adapted from the source document.","bibliometrics , social sciences , humanities , evaluation , research",maria cassella,bibliometrics yes bibliometrics no the evaluation of research in the humanities and social sciences at the crossroads,aib studi
449,The future of open access and library publishing,Scholarly Journals,"faye chadwell, shan c. sutton",10.1108/nlw-05-2014-0049,Journal Article,5/6,English,2014,115," Colleges & universities , Academic libraries , Librarians , Library collections , Appointments & personnel changes , Public access , Collection development , Institutional repositories , Studies , California",,New Library World,,"  Purpose - The purpose of this article is to provide a vision for how academic libraries can assume a more central role in a future where open access (OA) publishing has become the predominant model for disseminating scholarly research articles. Design/methodology/approach - The authors analyze existing trends related to OA policies and publishing, with an emphasis on the development of repositories managed by libraries to publish and disseminate articles. They speculate that these trends, coupled with emerging economic realities, will create an environment where libraries will assume a major role in the OA publishing environment. The authors provide some suggestions for how this major role might be funded. Findings - The trends and economic realities discussed will lead to new roles for academic librarians and will change the existing roles. Originality/value - This article provides insights for academic libraries and their institutions to consider a dramatic shift in the deployment of subscription dollars from a dysfunctional and largely closed scholarly communication system to one that provides open, unfettered access to research results.","colleges & universities , academic libraries , librarians , library collections , appointments & personnel changes , public access , collection development , institutional repositories , studies , california","faye chadwell, shan c. sutton",the future of open access and library publishing,new library world
450,Conference debates publishing concepts,Scholarly Journals,mark carden,,Journal Article,0,English,2014,0," Conferences , Scholarly publishing , Librarianship , Information industry",,Research Information,http://YH8ZS7TR6M.search.serialssolutions.com/directLink?&amp;atitle=Conference+debates+publishing+concepts&amp;author=Carden%2C+Mark&amp;issn=17448026&amp;title=Research+Information&amp;volume=&amp;issue=&amp;date=2014-04-01&amp;spage=&amp;id=doi:&amp;sid=ProQ_ss&amp;genre=article,"Attending the APE 2014 conference in Berlin at the end of January was a journey from the research bench to the archive, stopping at publishing and librarianship on the way, and with short diversions into morals and politics. Conclusions drawn from the conference include: open access is morally good, so it doesn't matter how it actually works; altmetrics are interesting, but possibly meaningless; scientific research is no longer about articles and conclusions, but methods and data; archiving is difficult, and nobody wants to do it; and start-ups are energetic and creative, but all end up inside Elsevier or Digital Science. Adapted from the source document.","conferences , scholarly publishing , librarianship , information industry",mark carden,conference debates publishing concepts,research information
452,Usage history of scientific literature: Nature metrics and metrics of Nature publications,Scholarly Journals,"xianwen wang, wenli mao, shenmeng xu, chunbo zhang",10.1007/s11192-013-1167-5,Journal Article,3,English,2014,98," Downloading , Open access , Articles , Informetrics , Time factors",,Scientometrics,,"In this study, we analyze the dynamic usage history of Nature publications over time using Nature metrics data. We conduct analysis from two perspectives. On the one hand, we examine how long it takes before the articles downloads reach 50 %/80 % of the total; on the other hand, we compare the percentage of total downloads in 7, 30, and 100 days after publication. In general, papers are downloaded most frequently within a short time period right after their publication. And we find that compared with non-Open Access papers, readers attention on Open Access publications are more enduring. Based on the usage data of a newly published paper, regression analysis could predict the future expected total usage counts. Adapted from the source document.","downloading , open access , articles , informetrics , time factors","xianwen wang, wenli mao, shenmeng xu, chunbo zhang",usage history of scientific literature nature metrics and metrics of nature publications,scientometrics
453,"Open Access: Progress, Possibilities, and the Changing Scholarly Communications Ecosystem",Scholarly Journals,abby clobridge,,Journal Article,2,English,2014,38," Open access , Scholarly publishing , Trends , Library and information professionals",,Online Searcher,,"By all accounts, we are past the tipping point with Open Access. During the past 10 years, open access (OA) has moved from the domain of disruptive technology to an increasingly adopted approach to research dissemination. Within the publishing world, OA journals are becoming so widely accepted, even some long-established players are moving OA from the sidelines to the heart of their strategies for the future. Increasing numbers of research funding organizations and national governments are pushing for public access, open access, and open data. But even with policies springing up all over the world, a growing number of high-quality open access journals and an increasingly mature repository infrastructure, misconceptions about open access still abound. This article discusses the economcis of open access publishing, open access within higher education, open access and the journal impact factor, and altmetrics, as well as evolving roles for librarians and information professionals. Adapted from the source document.","open access , scholarly publishing , trends , library and information professionals",abby clobridge,open access progress possibilities and the changing scholarly communications ecosystem,online searcher
456,A New Method and Metric to Evaluate the Peer Review Process of Scholarly Journals,Scholarly Journals,adam etkin,10.1007/s12109-013-9339-y,Journal Article,1,English,2014,30," Scholarly publishing , Ethics , Peer review , Algorithms , Ethics , Libraries , Journals (Academic) , Algorithms",,Publishing Research Quarterly,,"This paper will propose a new system that produces a metric that is an indicator of the level of peer review conducted prior to the publication of scholarly material. A mathematical algorithm which incorporates weighted values of the roles within the peer review process is created. The h-index, which is a value that ""measures the productivity and impact of a scientist or scholar,"" is also incorporated. Each round of review is weighted using the square root as later rounds of peer review are often less rigorous than earlier rounds. Once a paper is accepted the calculation is conducted and a ""peer review evaluation"" metric, or ""Peer Review Evaluation Score"" (pre-SCORE) is available. It is clear that such a metric would prove beneficial to all engaged parties (authors, publishers, readers, libraries). Authors will know that their work is being evaluated by a trustworthy publication and by experts in their field. Legitimate, ethical publishers will be recognized as such. Readers would have the ability to filter out material which was not properly vetted, and libraries/consortia would have further assurance that their limited funds are spent wisely. Future studies to see if there is a correlation between the pre-SCORE and Impact Factor or highly cited material is possible. The proposed metric would be one more tool available to aid in the discovery of quality published research.[PUBLICATION ABSTRACT]","scholarly publishing , ethics , peer review , algorithms , ethics , libraries , journals (academic) , algorithms",adam etkin,a new method and metric to evaluate the peer review process of scholarly journals,publishing research quarterly
457,Evaluating altmetrics,Scholarly Journals,"pardeep sud, mike thelwall",10.1007/s11192-013-1117-2,Journal Article,2,English,2014,98," Informetrics , Social networks , Evaluation",,Scientometrics,,"The rise of the social web and its uptake by scholars has led to the creation of altmetrics, which are social web metrics for academic publications. These new metrics can, in theory, be used in an evaluative role, to give early estimates of the impact of publications or to give estimates of non-traditional types of impact. They can also be used as an information seeking aid: to help draw a digital library users attention to papers that have attracted social web mentions. If altmetrics are to be trusted then they must be evaluated to see if the claims made about them are reasonable. Drawing upon previous citation analysis debates and web citation analysis research, this article discusses altmetric evaluation strategies, including correlation tests, content analyses, interviews and pragmatic analyses. It recommends that a range of methods are needed for altmetric evaluations, that the methods should focus on identifying the relative strengths of influences on altmetric creation, and that such evaluations should be prioritised in a logical order. Adapted from the source document.","informetrics , social networks , evaluation","pardeep sud, mike thelwall",evaluating altmetrics,scientometrics
458,EBSCO ACQUIRES PLUM ANALYTICS,Scholarly Journals,judy duke,,Journal Article,2,English,2014,43," Informetrics , Research , Social networks , Mergers , Information industry",,Advanced Technology Libraries,,"EBSCO Information Services has acquired Plum Analytics, the first altmetrics provider to move beyond metrics about articles and track all research output in any form, providing a powerful tool that augments traditional metrics. Plum Analytics is the provider of PlumX, a product that delivers a more complete picture of research and answers questions about research impact for anyone, including researchers, librarians, administrators, and funders. PlumX gathers metrics across five categories - usage, mentions, captures, social media, and citations. Metrics are gathered around what Plum Analytics calls 'artifacts.' Artifacts include articles, blog posts, book chapters, books, cases, clinical trials, conference papers, datasets, figures, grants, interviews, letters, media, patents, posters, presentations, source code, theses/dissertations, videos, and Web pages. Adapted from the source document.","informetrics , research , social networks , mergers , information industry",judy duke,ebsco acquires plum analytics,advanced technology libraries
459,Visual Research Data: an Infographics Primer,Scholarly Journals,robin featherstone,10.5596/c14-031,Journal Article,3,English,2014,35," Listeria , Graphic designers , Principles , Bibliometrics , Displaced persons , Health care , Medical research , Social networks , User generated content , Cholera , Public health , Design , Librarians , Researchers , Health promotion , Alcohol , Libraries , Posters",,The Journal of the Canadian Health Libraries Association = Journal de l'Association des Bibliothèques de la Santé du Canada,,"Design products (e.g., Piktochart, Ease.ly, Visual.ly, etc.) provide amateur designers with the ability to create their own web-based infographics, and media sites that rely on user-generated content (e.g., Twitter and Pinterest) allow for rapid dissemination via social networks. Other examples of public health infographics include these safety messages from the U.S. Centres for Disease Control and Prevention (CDC) about listeria (http://www.cdc.gov/vitalsigns/listeria/infographic.html), and excessive alcohol use (http://www.cdc.gov/alcohol/pdfs/excessive_alcohol_use.pdf). In these examples, we see how the data make a compelling argument for social justice, as in these distorted maps that illustrate how many people have been internally displaced by conflict and violence, (http://www.viewsoftheworld.net/wp-content/uploads/2014/06/RefugeesMap_PeopleInternallyDisplaced2014.jpg), and the global distribution of the health worker shortage (https://twitter.com/PSIimpact/status/454684817616273408/photo/1). Around the same time as health organizations such as the CDC began disseminating promotional messages via Twitter, the Alberta Research Centre for Health Evidence (ARCHE) started using infographics to create summaries of systematic reviews for healthcare professionals, patients, and caregivers [4].","listeria , graphic designers , principles , bibliometrics , displaced persons , health care , medical research , social networks , user generated content , cholera , public health , design , librarians , researchers , health promotion , alcohol , libraries , posters",robin featherstone,visual research data an infographics primer,the journal of the canadian health libraries association journal de lassociation des bibliotheques de la sante du canada
460,Scholarly Tweets: Measuring Research Impact via Altmetrics,Scholarly Journals,robin featherstone,10.5596/c14-015,Journal Article,2,English,2014,35," Conferences , Citations , Datasets , Application programming interface , Webometrics , Bibliometrics , Publications , Medical research , Cardiovascular disease , Social networks , Internal medicine , Medical libraries , Scholars , Librarians , Researchers , Scholarly publishing , Informetrics , Startups , Hirsch index , Library associations , Social research",,The Journal of the Canadian Health Libraries Association = Journal de l'Association des Bibliothèques de la Santé du Canada,,"An anecdotal introduction to altmetrics Last spring a faculty member asked me to find their h-index, collect the Impact Factor (IF) for all the journals in which they were published, and compile the number of citations each of their articles had received. Because different altmetric tools tell different stories, the landscape is full of start-ups positioning themselves as investment-worthy knowledge providers. Challenges to measuring social media output As expert searchers of grey literature will recognize, it is a nightmare task to capture every social media mention, tweet, blog comment, SlideShare upload, etc., for a particular researcher or publication. The lack of standardization in social media communication results in questionable data accuracy by altmetric providers [17], and bibliographic analyses using altmetrics include lengthy discussions of the limitations of their data sources.","conferences , citations , datasets , application programming interface , webometrics , bibliometrics , publications , medical research , cardiovascular disease , social networks , internal medicine , medical libraries , scholars , librarians , researchers , scholarly publishing , informetrics , startups , hirsch index , library associations , social research",robin featherstone,scholarly tweets measuring research impact via altmetrics,the journal of the canadian health libraries association journal de lassociation des bibliotheques de la sante du canada
461,Much Obliged: Analyzing the Importance and Impact of Acknowledgements in Scholarly Communication,Scholarly Journals,joshua finnell,,Journal Article,0,English,2014,0," Librarians , Scholars , Open access publishing , Research , Scholarly publishing , Books , Statistical analysis , Bibliometrics , Citation analysis , Tenure , Researchers , Initiatives , Authorship , Bradford's Law of Scatter , Library and information science , Lotka's Law , Scholarly communication , Zipf's Law , New York",,Library Philosophy and Practice,,"A recent discussion in the page of nature centered on the primacy of authorship, against the equally necessary contributions by collaborators, as sole domain of credit. The authors write, ""through the endorsement of individuals' contributions, researchers can start to move beyond 'authorship' as the dominant measure of esteem."" As intellectual networks expand in size and scope, across disciplines and traditional forms of scholarship, in an attempt to answer increasingly complex questions, the myth of the lone scholar will itself become a footnote of intellectual history. This evolving, communal approach to knowledge construction opens up new opportunities for librarians to demonstrate their crucial role in the scholarly communication process. As a profession of practice, librarianship prides itself on being a permanent, intellectual foundation upon which education is enacted. However, a closer examination of acknowledgements would demonstrate that librarians are trusted assessor across intellectual networks, worthy of recognition, acknowledgement, and tenure.","librarians , scholars , open access publishing , research , scholarly publishing , books , statistical analysis , bibliometrics , citation analysis , tenure , researchers , initiatives , authorship , bradford's law of scatter , library and information science , lotka's law , scholarly communication , zipf's law , new york",joshua finnell,much obliged analyzing the importance and impact of acknowledgements in scholarly communication,library philosophy and practice
462,Novel Research Impact Indicators,Scholarly Journals,"martin fenner, jennifer lin",,Journal Article,4,English,2014,23," Informetrics , Social networks , Scholarly publishing , Open access", http://liber.library.uu.nl/,Liber Quarterly: The Journal of European Research Libraries,http://YH8ZS7TR6M.search.serialssolutions.com/directLink?&amp;atitle=Novel+Research+Impact+Indicators&amp;author=Fenner%2C+Martin%3BLin%2C+Jennifer&amp;issn=14355205&amp;title=Liber+Quarterly%3A+The+Journal+of+European+Research+Libraries&amp;volume=23&amp;issue=4&amp;date=2014-01-01&amp;spage=300&amp;id=doi:&amp;sid=ProQ_ss&amp;genre=article,"Citation counts and more recently usage statistics provide valuable information about the attention and research impact associated with scholarly publications. The open access publisher Public Library of Science (PLOS) has pioneered the concept of article-level metrics, where these metrics are collected on a per article and not a per journal basis and are complemented by real-time data from the social web or altmetrics: blog posts, social bookmarks, social media and other. Adapted from the source document.","informetrics , social networks , scholarly publishing , open access","martin fenner, jennifer lin",novel research impact indicators,liber quarterly
463,Mendeley: Enabling and understanding scientific collaboration,Scholarly Journals,william gunn,,Journal Article,1-2,English,2014,34," Collaboration , Researchers , Social networks",,Information Services & Use,http://YH8ZS7TR6M.search.serialssolutions.com/directLink?&amp;atitle=Mendeley%3A+Enabling+and+understanding+scientific+collaboration&amp;author=Gunn%2C+William&amp;issn=01675265&amp;title=Information+Services+%26+Use&amp;volume=34&amp;issue=1-2&amp;date=2014-01-01&amp;spage=99&amp;id=doi:&amp;sid=ProQ_ss&amp;genre=article,"This short paper provides an update on Mendeley's approach to scientific collaboration. Mendeley is Desktop software for organizing and collaborating. It provides a website for discovery of research and expertise, and it is a programmatic interface that provides data and functionality for many other services. Based on its collection of data on readings by its members it provides a way to understand scientific impact that compliments citation analysis and impact factors. Adapted from the source document.","collaboration , researchers , social networks",william gunn,mendeley enabling and understanding scientific collaboration,information services use
464,Comparing digital apples to digital apples: Background on NISO's effort to build an infrastructure for new forms of scholarly assessment,Scholarly Journals,todd a carpenter,,Journal Article,1-2,English,2014,34," Scholarly communication , Evaluation , Bibliometrics , Social networks , Web sites",,Information Services & Use,http://YH8ZS7TR6M.search.serialssolutions.com/directLink?&amp;atitle=Comparing+digital+apples+to+digital+apples%3A+Background+on+NISO%27s+effort+to+build+an+infrastructure+for+new+forms+of+scholarly+assessment&amp;author=Carpenter%2C+Todd+A&amp;issn=01675265&amp;title=Information+Services+%26+Use&amp;volume=34&amp;issue=1-2&amp;date=2014-01-01&amp;spage=103&amp;id=doi:&amp;sid=ProQ_ss&amp;genre=article,"Citation metrics and the journal impact factor have been the traditional forms for decades of assessing scholarly impact. These metrics are being challenged in today's digital content environment as no longer being the best methods for research assessment due to issues such as currency and granularity. New alternative metrics altmetrics have sprung up, but they are not without their own issues, in particular lack of standardization. The National Information Standards Organization (NISO) launched a project in 2013 to explore, identify, and advance standards and best practices for alternative metrics. A draft white paper summarizing recommendations of the first phase has been issued and will be followed by the second phase of developing one or more of the proposed standards and recommended practices. Adapted from the source document.","scholarly communication , evaluation , bibliometrics , social networks , web sites",todd a carpenter,comparing digital apples to digital apples background on nisos effort to build an infrastructure for new forms of scholarly assessment,information services use
465,Assessment of Digitized Library and Archives Materials: A Literature Review,Scholarly Journals,elizabeth joan kelly,10.1080/19322909.2014.954740,Journal Article,4,English,2014,8," Evaluation , Digital libraries , Literature reviews",,Journal of Web Librarianship,http://YH8ZS7TR6M.search.serialssolutions.com/directLink?&amp;atitle=Assessment+of+Digitized+Library+and+Archives+Materials%3A+A+Literature+Review&amp;author=Kelly%2C+Elizabeth+Joan&amp;issn=19322909&amp;title=Journal+of+Web+Librarianship&amp;volume=8&amp;issue=4&amp;date=2014-01-01&amp;spage=384&amp;id=doi:10.1080%2F19322909.2014.954740&amp;sid=ProQ_ss&amp;genre=article,"Professional literature about the assessment of digital libraries reflects a growing interest in both improving the user experience and in justifying the creation of digital collections to multiple stakeholders. This article explores some of the key themes in digital library assessment literature through a review of current literature (2004-14) gathered from both scholarly and popular resources online. The majority of scholarship about digital library assessment utilizes usability testing and Web statistics for data collection, while studies about altmetrics, the reuse of digital library materials, cost benefit analysis, and the holistic evaluation of digital libraries are also present in the literature. Exploring the literature about digital library assessment allows libraries to create effective and sustainable evaluation models based on the successes and shortcomings of previously completed projects. Adapted from the source document.","evaluation , digital libraries , literature reviews",elizabeth joan kelly,assessment of digitized library and archives materials a literature review,journal of web librarianship
468,Correlation and Interaction Visualization of Altmetric Indicators Extracted From Scholarly Social Network Activities: Dimensions and Structure,Scholarly Journals,"chun li liu, yue quan xu, hui wu, si si chen, ji jun guo",10.2196/jmir.2707,Journal Article,11,English,2013,15," Informetrics , Social networks , Measurement , Citations , Scholarly publishing", http://www.jmir.org/,Journal of Medical Internet Research,http://YH8ZS7TR6M.search.serialssolutions.com/directLink?&amp;atitle=Correlation+and+Interaction+Visualization+of+Altmetric+Indicators+Extracted+From+Scholarly+Social+Network+Activities%3A+Dimensions+and+Structure&amp;author=Liu%2C+Chun+Li%3BXu%2C+Yue+Quan%3BWu%2C+Hui%3BChen%2C+Si+Si%3BGuo%2C+Ji+Jun&amp;issn=14388871&amp;title=Journal+of+Medical+Internet+Research&amp;volume=15&amp;issue=11&amp;date=2013-11-01&amp;spage=&amp;id=doi:10.2196%2Fjmir.2707&amp;sid=ProQ_ss&amp;genre=article,"Citation counts for peer-reviewed articles and the impact factor of journals have long been indicators of article importance or quality. In the Web 2.0 era, growing numbers of scholars are using scholarly social network tools to communicate scientific ideas with colleagues, thereby making traditional indicators less sufficient, immediate, and comprehensive. In this direction of research, some studies have demonstrated the correlation between altmetrics and traditional metrics with different samples. Our goal was to reveal the number of dimensions that altmetric indicators should be divided into and the structure in which altmetric indicators interact with each other. Altmetrics complement, and most correlate significantly with, traditional measures. There may also be a transfer phenomenon for the social impact of academic articles. This discovery will be helpful to explain the impact transfer mechanism of articles in the Web 2.0 era. Hence, altmetrics are in fact superior to traditional filters for assessing scholarly impact in multiple dimensions and in terms of social structure. Adapted from the source document.","informetrics , social networks , measurement , citations , scholarly publishing","chun li liu, yue quan xu, hui wu, si si chen, ji jun guo",correlation and interaction visualization of altmetric indicators extracted from scholarly social network activities dimensions and structure,journal of medical internet research
469,Assessing non-standard article impact using F1000 labels,Scholarly Journals,"ehsan mohammadi, mike thelwall",10.1007/s11192-013-0993-9,Journal Article,2,English,2013,97," Comparisons , Classification , Peer review , Scholarly communication , Citation analysis",,Scientometrics,,"Faculty of 1000 (F1000) is a post-publishing peer review web site where experts evaluate and rate biomedical publications. F1000 reviewers also assign labels to each paper from a standard list or article types. This research examines the relationship between article types, citation counts and F1000 article factors (FFa). For this purpose, a random sample of F1000 medical articles from the years 2007 and 2008 were studied. In seven out of the nine cases, there were no significant differences between the article types in terms of citation counts and FFa scores. Nevertheless, citation counts and FFa scores were significantly different for two article types: 'New finding' and 'Changes clinical practice': FFa scores value the appropriateness of medical research for clinical practice and 'New finding' articles are more highly cited. It seems that highlighting key features of medical articles alongside ratings by Faculty members of F1000 could help to reveal the hidden value of some medical papers. Adapted from the source document.","comparisons , classification , peer review , scholarly communication , citation analysis","ehsan mohammadi, mike thelwall",assessing non standard article impact using f1000 labels,scientometrics
470,"Altmetrics, PIRUS and Usage Factor",Scholarly Journals,peter shepherd,10.1629/2048-7754.108,Journal Article,3,English,2013,26," Web sites , Informetrics , Electronic resources management , Measurement , Scholarly communication",,Insights,,"Scholars have moved their publications onto the web, and the ongoing conversation around the outputs of research increasingly takes place there. Beyond the research community itself, scholarly information has an impact on other professionals, as well as on the general public. Traditional measures do not reflect these wider impacts. The mission of COUNTER is to set and monitor global standards for the measurement of online usage of content. Usage is an important measure of the impact and value of publications, and as such has a role in altmetrics. Usage can be reported at the individual item and individual researcher level and aggregated to the journal or institution level. PIRUS and Usage Factor are two COUNTER-lead initiatives that are based on this approach, with the potential to provide useful altmetrics. Adapted from the source document.","web sites , informetrics , electronic resources management , measurement , scholarly communication",peter shepherd,altmetrics pirus and usage factor,insights
471,"Introduction to Altmetrics for Science, Technology, Engineering, and Mathematics (STEM) Librarians",Scholarly Journals,"linda m galloway, janet l pease, anne e rauh",10.1080/0194262x.2013.829762,Journal Article,4,English,2013,32," Social networks , Bibliometrics , Scholarly communication , Science and technology",,Science & Technology Libraries,,"Quantifying scholarly output via citation metrics is the time-honored method to gauge academic success. Altmetrics, or alternative citation metrics, provide researchers and scholars with new ways to track influence across evolving modes of scholarly communication. This article will give librarians an overview of new trends in measuring scholarly influence, introduce them to altmetrics tools, and encourage them to engage with researchers in discussion of these new metrics. Adapted from the source document.","social networks , bibliometrics , scholarly communication , science and technology","linda m galloway, janet l pease, anne e rauh",introduction to altmetrics for science technology engineering and mathematics stem librarians,science technology libraries
472,"OCLC, Plum Analytics Partner",Scholarly Journals,judy duke,,Journal Article,10,English,2013,42," Bibliometrics , Social networks , Datasets , WorldCat , Researchers",,Advanced Technology Libraries,,"OCLC has established a partnership with Plum Analytics, an altmetrics organization that develops analytical tools for scholars and researchers to leverage WorldCat data to help scholars measure the impact of their work. Plum Analytics has integrated the WorldCat Search API into its PlumX analytics dashboard to aggregate library holdings from the WorldCat database. Access to these data is enabled by OCLC WorldShare applications, which explse Web services and data for use and reuse by third-party partners. Adapted from the source document.","bibliometrics , social networks , datasets , worldcat , researchers",judy duke,oclc plum analytics partner,advanced technology libraries
474,"NISO to Develop Standards, Practices for Altmetrics",Scholarly Journals,judy duke,,Journal Article,8,English,2013,42," Bibliometrics , Social networks , Datasets , Standards",,Advanced Technology Libraries,,"The National Information Standards Organization (NISO) has launched a two-phase project, funded through a $207,500 grant from the Alfred P. Sloan Foundation, to study, propose, and develop community-based standards or recommended practices in The first phase of the project will gather two groups of invited experts in altmetrics research, traditional publishing, bibliometrics, and faculty assessment for in-person discussions with the goal of identifying key altmetrics issues and those that can best be addressed through standards or recommended practices. Adapted from the source document.","bibliometrics , social networks , datasets , standards",judy duke,niso to develop standards practices for altmetrics,advanced technology libraries
